uid,age,gender,occupation,income,sport_interest,sports,ideal_frequency,teammate_shortage,teammate_pain_points,new_player_openness,trust_factors,current_finding_methods,current_finding_pains,booking_need,current_booking_methods,booking_pains,switching_triggers,expected_frequency_lift,willingness_to_pay,paid_features,open_motivation,new_player_openness_num,high_openness_to_new_players,teammate_shortage_score,ideal_frequency_score,booking_need_score,wtp_score,expected_frequency_lift_score,sport_interest_score,pain_count_teammate,pain_count_booking,early_adopter_candidate,student_young_segment,has_wtp_signal,strong_wtp
UID-078,18–22,Nam,Học sinh/Sinh viên,Không tiện đề cập,"Có, thỉnh thoảng",Gym/Fitness theo nhóm,3 lần/tuần trở lên,Hiếm khi,Bạn bè/người quen không rảnh,3.0,Hồ sơ người chơi rõ ràng,Nhóm Zalo/Messenger,Phải nhắn nhiều nơi mới đủ người,Hiếm khi,Gọi điện trực tiếp cho sân,Không biết sân/địa điểm nào còn trống,Có nhiều người chơi thật,"Có, chắc chắn",Có,Phí đặt sân/địa điểm tiện lợi,,3.0,False,1.0,3.0,1.0,2.0,2.0,2,1,1,False,True,True,True
UID-079,18–22,Nam,Học sinh/Sinh viên,Từ 2.000.000 - Dưới 5.000.000,"Có, thường xuyên","Cầu lông, Bóng đá, Pickleball, Gym/Fitness theo nhóm, Bida",1–2 lần/tuần,Thỉnh thoảng,"Bạn bè/người quen không rảnh, Không đủ số lượng người để chơi, Khó tìm người cùng trình độ",5.0,"Hồ sơ người chơi rõ ràng, Biết trước trình độ chơi, Có nhóm chat trước buổi chơi","Rủ bạn bè/người quen trực tiếp, Nhóm Facebook, Hỏi chủ sân/người quen ở sân","Phải nhắn nhiều nơi mới đủ người, Ngại chơi với người lạ vì thiếu thông tin",Thỉnh thoảng,"Gọi điện trực tiếp cho sân, Nhắn Zalo/Facebook cho sân, Đến trực tiếp sân, Không cần đặt trước","Không biết sân/địa điểm nào còn trống, Phải gọi/nhắn nhiều nơi, Khó đổi/hủy lịch","Có nhiều người chơi thật, Ghép người chơi theo trình độ, Ghép người chơi theo lịch rảnh, Có xác minh tài khoản, Có thể chia tiền sân trong app, Có cộng đồng/giải phong trào hoạt động thường xuyên","Có, chắc chắn","Có thể, nếu giá hợp lý",Phí tham gia trận/nhóm chơi,,5.0,True,2.0,2.0,2.0,1.0,2.0,3,3,3,True,True,True,False
UID-080,18–22,Nam,Học sinh/Sinh viên,Dưới 2.000.000 VND,Trước đây có chơi nhưng hiện tại ít chơi,"Cầu lông, Đạp xe theo nhóm",Chưa rõ,Hiếm khi,Bạn bè/người quen không rảnh,3.0,"Có đánh giá từ người chơi khác, Biết trước lịch sử tham gia trận/hoạt động, Có nhóm chat trước buổi chơi","Rủ bạn bè/người quen trực tiếp, Nhóm Zalo/Messenger, Nhóm Facebook",Không biết ai đang rảnh,Thỉnh thoảng,Đến trực tiếp sân,Dễ bị trùng lịch hoặc hết chỗ,Có thể chia tiền sân trong app,Không chắc,"Có thể, nếu app thật sự có nhiều người dùng",Phí tham gia trận/nhóm chơi,,3.0,False,1.0,0.0,2.0,1.0,0.0,1,1,1,False,True,True,False
UID-081,18–22,Nam,Học sinh/Sinh viên,Không tiện đề cập,"Có, thường xuyên",Bóng đá,3 lần/tuần trở lên,Thỉnh thoảng,"Bạn bè/người quen không rảnh, Khó tìm người cùng lịch rảnh",3.0,"Biết trước trình độ chơi, Có nhóm chat trước buổi chơi","Rủ bạn bè/người quen trực tiếp, Nhóm Zalo/Messenger","Không biết ai đang rảnh, Ngại chơi với người lạ vì thiếu thông tin",Hiếm khi,"Gọi điện trực tiếp cho sân, Nhờ bạn bè đặt","Không biết sân/địa điểm nào còn trống, Không có đánh giá từ người chơi trước, Dễ bị trùng lịch hoặc hết chỗ","Có nhiều sân/địa điểm thể thao đối tác, Ghép người chơi theo lịch rảnh, Có thể chia tiền sân trong app, Có cộng đồng/giải phong trào hoạt động thường xuyên",Có thể,"Có thể, nếu app thật sự có nhiều người dùng","Phí đặt sân/địa điểm tiện lợi, Phí tham gia trận/nhóm chơi, Phí tham gia giải hoặc sự kiện thể thao",,3.0,False,2.0,3.0,1.0,1.0,1.0,3,2,3,False,True,True,False
UID-082,18–22,Nam,Học sinh/Sinh viên,Dưới 2.000.000 VND,"Có, thường xuyên","Bóng đá, Tennis, Pickleball",Khi có người rủ,Hiếm khi,Không đủ số lượng người để chơi,3.0,Hồ sơ người chơi rõ ràng,Rủ bạn bè/người quen trực tiếp,Dễ bị hủy kèo vào phút cuối,Thỉnh thoảng,Nhờ bạn bè đặt,Không rõ chất lượng sân/địa điểm,Có đánh giá người chơi và sân/địa điểm,Có thể,"Có thể, nếu giá hợp lý",Phí tham gia trận/nhóm chơi,,3.0,False,1.0,1.0,2.0,1.0,1.0,3,1,1,False,True,True,False
UID-083,18–22,Nam,Học sinh/Sinh viên,Không tiện đề cập,"Có, thường xuyên","Cầu lông, Bóng đá",1–2 lần/tuần,Rất thường xuyên,"Bạn bè/người quen không rảnh, Không đủ số lượng người để chơi",4.0,"Hồ sơ người chơi rõ ràng, Có xác minh tài khoản/số điện thoại, Biết trước trình độ chơi, Có nhóm chat trước buổi chơi","Rủ bạn bè/người quen trực tiếp, Nhóm Zalo/Messenger","Không biết ai đang rảnh, Khó tìm người gần mình, Dễ bị hủy kèo vào phút cuối",Thỉnh thoảng,"Gọi điện trực tiếp cho sân, Nhắn Zalo/Facebook cho sân, Nhờ bạn bè đặt","Phải gọi/nhắn nhiều nơi, Không rõ chất lượng sân/địa điểm, Dễ bị trùng lịch hoặc hết chỗ, Khó đổi/hủy lịch","Biết trước lịch trống và giá sân, Ghép người chơi theo trình độ, Ghép người chơi theo lịch rảnh, Giao diện đơn giản, dễ dùng","Có, chắc chắn",Có,"Phí đặt sân/địa điểm tiện lợi, Phí tham gia trận/nhóm chơi",,4.0,True,3.0,2.0,2.0,2.0,2.0,3,2,4,True,True,True,True
UID-084,18–22,Nam,Học sinh/Sinh viên,Không tiện đề cập,"Có, thường xuyên","Bóng đá, Pickleball",1–2 lần/tuần,Rất thường xuyên,"Bạn bè/người quen không rảnh, Khó tìm người cùng trình độ, Khó tìm người cùng lịch rảnh, Không biết tìm người chơi ở đâu",5.0,"Hồ sơ người chơi rõ ràng, Có đánh giá từ người chơi khác, Có xác minh tài khoản/số điện thoại, Biết trước trình độ chơi, Biết trước lịch sử tham gia trận/hoạt động","Rủ bạn bè/người quen trực tiếp, Nhóm Zalo/Messenger","Phải nhắn nhiều nơi mới đủ người, Khó tìm người gần mình, Khó quản lý số lượng người tham gia",Thường xuyên,"Gọi điện trực tiếp cho sân, Nhắn Zalo/Facebook cho sân",Dễ bị trùng lịch hoặc hết chỗ,"Có nhiều người chơi thật, Biết trước lịch trống và giá sân, Ghép người chơi theo trình độ, Có đánh giá người chơi và sân/địa điểm, Có cộng đồng/giải phong trào hoạt động thường xuyên","Có, chắc chắn","Có thể, nếu app thật sự có nhiều người dùng","Phí đặt sân/địa điểm tiện lợi, Phí tham gia trận/nhóm chơi, Phí tham gia giải hoặc sự kiện thể thao",,5.0,True,3.0,2.0,3.0,1.0,2.0,3,4,1,True,True,True,False
UID-085,18–22,Nam,Freelancer,Dưới 2.000.000 VND,Trước đây có chơi nhưng hiện tại ít chơi,"Bóng đá, Pickleball",1–2 lần/tuần,Thỉnh thoảng,Bạn bè/người quen không rảnh,5.0,"Biết trước trình độ chơi, Biết trước lịch sử tham gia trận/hoạt động, Có nhóm chat trước buổi chơi",Rủ bạn bè/người quen trực tiếp,"Phải nhắn nhiều nơi mới đủ người, Không biết ai đang rảnh, Không biết trình độ người chơi",Thỉnh thoảng,"Gọi điện trực tiếp cho sân, Nhắn Zalo/Facebook cho sân","Phải gọi/nhắn nhiều nơi, Dễ bị trùng lịch hoặc hết chỗ, Khó đổi/hủy lịch","Biết trước lịch trống và giá sân, Ghép người chơi theo trình độ, Ghép người chơi theo lịch rảnh",Có thể,"Có thể, nếu giá hợp lý",Gói premium để được ghép người phù hợp hơn,,5.0,True,2.0,2.0,2.0,1.0,1.0,1,1,3,False,False,True,False
UID-086,18–22,Nam,Học sinh/Sinh viên,Từ 2.000.000 - Dưới 5.000.000,Trước đây có chơi nhưng hiện tại ít chơi,"Cầu lông, Bóng rổ, Pickleball, Bơi lội",1–2 lần/tuần,Thỉnh thoảng,"Bạn bè/người quen không rảnh, Khó tìm người cùng lịch rảnh, Người chơi hay hủy kèo",5.0,"Hồ sơ người chơi rõ ràng, Có đánh giá từ người chơi khác, Biết trước trình độ chơi",Rủ bạn bè/người quen trực tiếp,"Không biết ai đang rảnh, Dễ bị hủy kèo vào phút cuối",Thỉnh thoảng,"Gọi điện trực tiếp cho sân, Nhắn Zalo/Facebook cho sân, Nhờ bạn bè đặt, Đến trực tiếp sân","Không biết sân/địa điểm nào còn trống, Phải gọi/nhắn nhiều nơi, Dễ bị trùng lịch hoặc hết chỗ, Khó đổi/hủy lịch","Có nhiều người chơi thật, Có nhiều sân/địa điểm thể thao đối tác, Biết trước lịch trống và giá sân, Có xác minh tài khoản, Có thể chia tiền sân trong app, Giao diện đơn giản, dễ dùng",Có thể,"Có thể, nếu giá hợp lý","Phí đặt sân/địa điểm tiện lợi, Phí tham gia giải hoặc sự kiện thể thao",,5.0,True,2.0,2.0,2.0,1.0,1.0,1,3,4,False,True,True,False
UID-087,18–22,Nam,Học sinh/Sinh viên,Dưới 2.000.000 VND,"Có, thường xuyên","Cầu lông, Bóng đá, Bóng rổ",3 lần/tuần trở lên,Rất thường xuyên,"Bạn bè/người quen không rảnh, Không đủ số lượng người để chơi, Khó tìm người cùng trình độ",5.0,"Hồ sơ người chơi rõ ràng, Biết trước trình độ chơi","Rủ bạn bè/người quen trực tiếp, Nhóm Zalo/Messenger, Nhóm Facebook","Phải nhắn nhiều nơi mới đủ người, Dễ bị hủy kèo vào phút cuối, Khó quản lý số lượng người tham gia",Thường xuyên,"Gọi điện trực tiếp cho sân, Nhắn Zalo/Facebook cho sân, Nhờ bạn bè đặt","Không biết sân/địa điểm nào còn trống, Phải gọi/nhắn nhiều nơi, Không rõ giá, Không có một nơi tổng hợp nhiều sân/môn thể thao","Có nhiều người chơi thật, Có nhiều sân/địa điểm thể thao đối tác, Có cộng đồng/giải phong trào hoạt động thường xuyên","Có, chắc chắn","Có thể, nếu app thật sự có nhiều người dùng","Phí đặt sân/địa điểm tiện lợi, Phí tham gia trận/nhóm chơi",,5.0,True,3.0,3.0,3.0,1.0,2.0,3,3,4,True,True,True,False
UID-088,18–22,Nam,Học sinh/Sinh viên,Trên 10.000.000,Không quan tâm,,,,,,,,,,,,,,,,"Có bạn/người chơi cùng, Có nhóm phù hợp cho người mới, Có địa điểm gần và dễ tham gia, Có người hướng dẫn",,False,,,,,,0,0,0,False,True,False,False
UID-089,18–22,Nam,Học sinh/Sinh viên,Dưới 2.000.000 VND,"Có, thường xuyên",Tennis,1–2 lần/tuần,Thỉnh thoảng,"Bạn bè/người quen không rảnh, Không đủ số lượng người để chơi, Khó tìm người cùng lịch rảnh",4.0,"Hồ sơ người chơi rõ ràng, Biết trước trình độ chơi, Có nhóm chat trước buổi chơi","Không chủ động tìm, chỉ chơi khi có người rủ","Phải nhắn nhiều nơi mới đủ người, Không biết ai đang rảnh, Không biết trình độ người chơi, Khó tìm người gần mình, Ngại chơi với người lạ vì thiếu thông tin",Hiếm khi,Nhờ bạn bè đặt,"Không biết sân/địa điểm nào còn trống, Phải gọi/nhắn nhiều nơi, Không rõ giá, Không rõ chất lượng sân/địa điểm, Dễ bị trùng lịch hoặc hết chỗ","Có nhiều người chơi thật, Có nhiều sân/địa điểm thể thao đối tác, Biết trước lịch trống và giá sân, Ghép người chơi theo lịch rảnh, Có đánh giá người chơi và sân/địa điểm",Có thể,"Có thể, nếu giá hợp lý","Phí đặt sân/địa điểm tiện lợi, Gói premium để được ghép người phù hợp hơn",,4.0,True,2.0,2.0,1.0,1.0,1.0,3,3,5,True,True,True,False
UID-090,18–22,Nam,Học sinh/Sinh viên,Dưới 2.000.000 VND,"Có, thỉnh thoảng","Cầu lông, Bóng đá, Chạy bộ theo nhóm",Khi có người rủ,Thỉnh thoảng,Khó tìm người cùng trình độ,4.0,"Biết trước trình độ chơi, Biết trước lịch sử tham gia trận/hoạt động, Có nhóm chat trước buổi chơi","Rủ bạn bè/người quen trực tiếp, Nhóm Zalo/Messenger, Nhóm Facebook, Cộng đồng trường học/công ty","Phải nhắn nhiều nơi mới đủ người, Không biết trình độ người chơi, Ngại chơi với người lạ vì thiếu thông tin",Thỉnh thoảng,"Gọi điện trực tiếp cho sân, Nhắn Zalo/Facebook cho sân, Nhờ bạn bè đặt","Dễ bị trùng lịch hoặc hết chỗ, Khó đổi/hủy lịch, Khó chia tiền với người chơi khác","Có nhiều sân/địa điểm thể thao đối tác, Biết trước lịch trống và giá sân, Ghép người chơi theo trình độ",Có thể,"Có thể, nếu giá hợp lý","Phí đặt sân/địa điểm tiện lợi, Phí tham gia trận/nhóm chơi",,4.0,True,2.0,1.0,2.0,1.0,1.0,2,1,3,True,True,True,False
UID-091,18–22,Nữ,Khác,Từ 5.000.000 - Dưới 10.000.000,Không quan tâm,,,,,,,,,,,,,,,,Không có nhu cầu,,False,,,,,,0,0,0,False,False,False,False
UID-092,18–22,Nữ,Học sinh/Sinh viên,Từ 5.000.000 - Dưới 10.000.000,Trước đây có chơi nhưng hiện tại ít chơi,"Cầu lông, Bóng chuyền, Bóng bàn, Chạy bộ theo nhóm, Bơi lội",1–3 lần/tháng,Thỉnh thoảng,"Bạn bè/người quen không rảnh, Không đủ số lượng người để chơi, Người chơi hay hủy kèo",3.0,"Hồ sơ người chơi rõ ràng, Có đánh giá từ người chơi khác, Có nhóm chat trước buổi chơi",Rủ bạn bè/người quen trực tiếp,"Phải nhắn nhiều nơi mới đủ người, Không biết ai đang rảnh, Dễ bị hủy kèo vào phút cuối",Thường xuyên,"Đặt qua app/website, Nhờ bạn bè đặt, Đến trực tiếp sân",Không biết sân/địa điểm nào còn trống,"Có nhiều người chơi thật, Biết trước lịch trống và giá sân, Ghép người chơi theo lịch rảnh, Có đánh giá người chơi và sân/địa điểm, Có thể chia tiền sân trong app",Có thể,"Có thể, nếu app thật sự có nhiều người dùng",Phí đặt sân/địa điểm tiện lợi,Có lịch chơi linh hoạt,3.0,False,2.0,1.0,3.0,1.0,1.0,1,3,1,False,True,True,False
UID-093,18–22,Nữ,Học sinh/Sinh viên,Từ 5.000.000 - Dưới 10.000.000,"Có, thường xuyên","Chạy bộ theo nhóm, Gym/Fitness theo nhóm",1–2 lần/tuần,Hiếm khi,"Bạn bè/người quen không rảnh, Ngại chơi với người lạ",5.0,"Hồ sơ người chơi rõ ràng, Có xác minh tài khoản/số điện thoại","Rủ bạn bè/người quen trực tiếp, Cộng đồng trường học/công ty","Không biết ai đang rảnh, Ngại chơi với người lạ vì thiếu thông tin",Hiếm khi,"Nhờ bạn bè đặt, Đến trực tiếp sân","Không biết sân/địa điểm nào còn trống, Phải gọi/nhắn nhiều nơi, Không rõ giá, Không rõ chất lượng sân/địa điểm, Không có một nơi tổng hợp nhiều sân/môn thể thao","Có nhiều người chơi thật, Có nhiều sân/địa điểm thể thao đối tác, Biết trước lịch trống và giá sân, Có xác minh tài khoản, Có cộng đồng/giải phong trào hoạt động thường xuyên, Giao diện đơn giản, dễ dùng","Có, chắc chắn","Có thể, nếu giá hợp lý","Gói premium để được ghép người phù hợp hơn, Phí tham gia giải hoặc sự kiện thể thao",,5.0,True,1.0,2.0,1.0,1.0,2.0,3,2,5,False,True,True,False
UID-094,18–22,Nữ,Học sinh/Sinh viên,Từ 2.000.000 - Dưới 5.000.000,"Có, thỉnh thoảng","Cầu lông, Bơi lội, Bida",1–2 lần/tuần,Thỉnh thoảng,"Bạn bè/người quen không rảnh, Không đủ số lượng người để chơi, Khó tìm người cùng lịch rảnh, Ngại chơi với người lạ",3.0,"Hồ sơ người chơi rõ ràng, Có đánh giá từ người chơi khác, Có xác minh tài khoản/số điện thoại, Biết trước trình độ chơi",Rủ bạn bè/người quen trực tiếp,Dễ bị hủy kèo vào phút cuối,Thường xuyên,"Gọi điện trực tiếp cho sân, Nhắn Zalo/Facebook cho sân, Nhờ bạn bè đặt","Phải gọi/nhắn nhiều nơi, Không rõ giá, Không rõ chất lượng sân/địa điểm, Dễ bị trùng lịch hoặc hết chỗ, Khó đổi/hủy lịch","Có nhiều sân/địa điểm thể thao đối tác, Biết trước lịch trống và giá sân",Có thể,Không,Phí tham gia giải hoặc sự kiện thể thao,,3.0,False,2.0,2.0,3.0,0.0,1.0,2,4,5,False,True,False,False
UID-095,18–22,Nữ,Học sinh/Sinh viên,Từ 5.000.000 - Dưới 10.000.000,Trước đây có chơi nhưng hiện tại ít chơi,"Cầu lông, Bóng chuyền, Chạy bộ theo nhóm",1–2 lần/tuần,Rất thường xuyên,"Bạn bè/người quen không rảnh, Không đủ số lượng người để chơi, Khó tìm người cùng lịch rảnh, Không biết tìm người chơi ở đâu",5.0,"Hồ sơ người chơi rõ ràng, Có đánh giá từ người chơi khác, Có nhóm chat trước buổi chơi","Rủ bạn bè/người quen trực tiếp, Nhóm Zalo/Messenger, Nhóm Facebook, Cộng đồng trường học/công ty","Phải nhắn nhiều nơi mới đủ người, Không biết ai đang rảnh, Không biết trình độ người chơi, Khó tìm người gần mình, Dễ bị hủy kèo vào phút cuối, Ngại chơi với người lạ vì thiếu thông tin",Thỉnh thoảng,"Gọi điện trực tiếp cho sân, Nhắn Zalo/Facebook cho sân, Nhờ bạn bè đặt, Đến trực tiếp sân","Không biết sân/địa điểm nào còn trống, Phải gọi/nhắn nhiều nơi, Không rõ giá, Không rõ chất lượng sân/địa điểm, Không có đánh giá từ người chơi trước, Dễ bị trùng lịch hoặc hết chỗ, Khó đổi/hủy lịch","Có nhiều người chơi thật, Có nhiều sân/địa điểm thể thao đối tác, Biết trước lịch trống và giá sân, Ghép người chơi theo trình độ, Ghép người chơi theo lịch rảnh, Có đánh giá người chơi và sân/địa điểm, Có thể chia tiền sân trong app","Có, chắc chắn","Có thể, nếu giá hợp lý","Phí đặt sân/địa điểm tiện lợi, Phí tham gia trận/nhóm chơi, Phí tham gia giải hoặc sự kiện thể thao",,5.0,True,3.0,2.0,2.0,1.0,2.0,1,4,7,False,True,True,False
UID-096,18–22,Nữ,Học sinh/Sinh viên,Từ 5.000.000 - Dưới 10.000.000,"Có, thỉnh thoảng","Cầu lông, Bóng chuyền, Tennis, Pickleball, Chạy bộ theo nhóm, Gym/Fitness theo nhóm, Bida",1–2 lần/tuần,Rất thường xuyên,"Bạn bè/người quen không rảnh, Không đủ số lượng người để chơi, Khó tìm người cùng trình độ, Khó tìm người cùng lịch rảnh, Không biết tìm người chơi ở đâu",5.0,"Hồ sơ người chơi rõ ràng, Có đánh giá từ người chơi khác, Có xác minh tài khoản/số điện thoại, Biết trước trình độ chơi","Rủ bạn bè/người quen trực tiếp, Cộng đồng trường học/công ty, Không chủ động tìm, chỉ chơi khi có người rủ","Phải nhắn nhiều nơi mới đủ người, Không biết ai đang rảnh, Không biết trình độ người chơi, Khó tìm người gần mình",Thường xuyên,"Gọi điện trực tiếp cho sân, Đặt qua app/website, Nhờ bạn bè đặt, Đến trực tiếp sân","Không biết sân/địa điểm nào còn trống, Phải gọi/nhắn nhiều nơi, Không rõ giá, Không rõ chất lượng sân/địa điểm, Không có đánh giá từ người chơi trước, Dễ bị trùng lịch hoặc hết chỗ","Có nhiều người chơi thật, Có nhiều sân/địa điểm thể thao đối tác, Biết trước lịch trống và giá sân, Ghép người chơi theo trình độ, Ghép người chơi theo lịch rảnh","Có, chắc chắn","Có thể, nếu giá hợp lý","Phí đặt sân/địa điểm tiện lợi, Phí tham gia trận/nhóm chơi",,5.0,True,3.0,2.0,3.0,1.0,2.0,2,5,6,True,True,True,False
UID-097,18–22,Nữ,Học sinh/Sinh viên,Từ 5.000.000 - Dưới 10.000.000,"Có, thỉnh thoảng","Cầu lông, Chạy bộ theo nhóm, Bơi lội, Gym/Fitness theo nhóm",1–3 lần/tháng,Rất thường xuyên,"Khó tìm người cùng trình độ, Không biết tìm người chơi ở đâu",4.0,Hồ sơ người chơi rõ ràng,"Nhóm Facebook, Hỏi chủ sân/người quen ở sân, Dùng app/website thể thao","Phải nhắn nhiều nơi mới đủ người, Khó tìm người gần mình, Ngại chơi với người lạ vì thiếu thông tin, Khó quản lý số lượng người tham gia, Khó chia tiền sân/chi phí",Thỉnh thoảng,"Đặt qua app/website, Nhờ bạn bè đặt","Không rõ chất lượng sân/địa điểm, Dễ bị trùng lịch hoặc hết chỗ, Khó chia tiền với người chơi khác","Có nhiều sân/địa điểm thể thao đối tác, Có đánh giá người chơi và sân/địa điểm, Có cộng đồng/giải phong trào hoạt động thường xuyên",Có thể,"Có thể, nếu giá hợp lý",Gói premium để được ghép người phù hợp hơn,,4.0,True,3.0,1.0,2.0,1.0,1.0,2,2,3,True,True,True,False
UID-098,18–22,Nữ,Học sinh/Sinh viên,Từ 2.000.000 - Dưới 5.000.000,Không quan tâm,,,,,,,,,,,,,,,,"Có bạn/người chơi cùng, Chi phí thấp hơn, Không có nhu cầu",,False,,,,,,0,0,0,False,True,False,False
UID-099,18–22,Nữ,Học sinh/Sinh viên,Từ 2.000.000 - Dưới 5.000.000,"Có, thường xuyên","Cầu lông, Pickleball, Đạp xe theo nhóm",3 lần/tuần trở lên,Rất thường xuyên,"Bạn bè/người quen không rảnh, Không đủ số lượng người để chơi, Khó tìm người cùng trình độ, Khó tìm người cùng lịch rảnh, Không biết tìm người chơi ở đâu",5.0,"Hồ sơ người chơi rõ ràng, Có đánh giá từ người chơi khác, Có xác minh tài khoản/số điện thoại, Biết trước trình độ chơi, Biết trước lịch sử tham gia trận/hoạt động, Có nhóm chat trước buổi chơi, Có cơ chế báo cáo người chơi không phù hợp","Rủ bạn bè/người quen trực tiếp, Nhóm Zalo/Messenger, Nhóm Facebook","Phải nhắn nhiều nơi mới đủ người, Không biết ai đang rảnh, Không biết trình độ người chơi, Khó tìm người gần mình, Không có đánh giá/độ uy tín của người chơi",Thường xuyên,"Gọi điện trực tiếp cho sân, Nhắn Zalo/Facebook cho sân, Nhờ bạn bè đặt, Hỏi trong nhóm cộng đồng","Không biết sân/địa điểm nào còn trống, Phải gọi/nhắn nhiều nơi, Không rõ giá, Không rõ chất lượng sân/địa điểm, Dễ bị trùng lịch hoặc hết chỗ","Có nhiều người chơi thật, Có nhiều sân/địa điểm thể thao đối tác, Ghép người chơi theo trình độ, Có xác minh tài khoản, Giao diện đơn giản, dễ dùng","Có, chắc chắn","Có thể, nếu giá hợp lý","Phí đặt sân/địa điểm tiện lợi, Phí tham gia trận/nhóm chơi, Gói premium để được ghép người phù hợp hơn, Phí tham gia giải hoặc sự kiện thể thao",,5.0,True,3.0,3.0,3.0,1.0,2.0,3,5,5,True,True,True,False
UID-100,18–22,Nữ,Học sinh/Sinh viên,Không tiện đề cập,Trước đây có chơi nhưng hiện tại ít chơi,"Cầu lông, Bóng rổ, Tennis, Pickleball, Bóng bàn, Gym/Fitness theo nhóm",1–2 lần/tuần,Thỉnh thoảng,"Bạn bè/người quen không rảnh, Không biết tìm người chơi ở đâu",5.0,"Hồ sơ người chơi rõ ràng, Có đánh giá từ người chơi khác, Có xác minh tài khoản/số điện thoại, Biết trước lịch sử tham gia trận/hoạt động, Có cơ chế báo cáo người chơi không phù hợp",Rủ bạn bè/người quen trực tiếp,"Phải nhắn nhiều nơi mới đủ người, Không biết ai đang rảnh, Dễ bị hủy kèo vào phút cuối",Thỉnh thoảng,"Nhắn Zalo/Facebook cho sân, Đặt qua app/website, Nhờ bạn bè đặt, Đến trực tiếp sân","Không biết sân/địa điểm nào còn trống, Phải gọi/nhắn nhiều nơi, Không rõ giá, Không rõ chất lượng sân/địa điểm","Có nhiều sân/địa điểm thể thao đối tác, Biết trước lịch trống và giá sân, Có đánh giá người chơi và sân/địa điểm, Có thể chia tiền sân trong app","Có, chắc chắn","Có thể, nếu giá hợp lý","Phí đặt sân/địa điểm tiện lợi, Gói premium để được ghép người phù hợp hơn",,5.0,True,2.0,2.0,2.0,1.0,2.0,1,2,4,False,True,True,False
UID-101,18–22,Nữ,Học sinh/Sinh viên,Từ 5.000.000 - Dưới 10.000.000,"Có, thỉnh thoảng","Cầu lông, Chạy bộ theo nhóm, Bơi lội, Gym/Fitness theo nhóm",3 lần/tuần trở lên,Thỉnh thoảng,Khó tìm người cùng lịch rảnh,4.0,"Hồ sơ người chơi rõ ràng, Biết trước trình độ chơi, Có nhóm chat trước buổi chơi",Rủ bạn bè/người quen trực tiếp,"Không biết ai đang rảnh, Dễ bị hủy kèo vào phút cuối, Ngại chơi với người lạ vì thiếu thông tin",Thỉnh thoảng,Đặt qua app/website,Dễ bị trùng lịch hoặc hết chỗ,"Biết trước lịch trống và giá sân, Ghép người chơi theo lịch rảnh, Có thể chia tiền sân trong app, Giao diện đơn giản, dễ dùng",Có thể,"Có thể, nếu giá hợp lý",Phí đặt sân/địa điểm tiện lợi,,4.0,True,2.0,3.0,2.0,1.0,1.0,2,1,1,True,True,True,False
UID-102,18–22,Nữ,Học sinh/Sinh viên,Từ 2.000.000 - Dưới 5.000.000,"Có, thỉnh thoảng","Cầu lông, Bơi lội",1–3 lần/tháng,Hiếm khi,Khó tìm người cùng lịch rảnh,4.0,"Hồ sơ người chơi rõ ràng, Có nhóm chat trước buổi chơi",Rủ bạn bè/người quen trực tiếp,Không biết ai đang rảnh,Thỉnh thoảng,"Nhắn Zalo/Facebook cho sân, Đặt qua app/website","Phải gọi/nhắn nhiều nơi, Không rõ giá","Biết trước lịch trống và giá sân, Có đánh giá người chơi và sân/địa điểm, Có xác minh tài khoản, Có cộng đồng/giải phong trào hoạt động thường xuyên, Giao diện đơn giản, dễ dùng",Có thể,"Có thể, nếu giá hợp lý",Phí đặt sân/địa điểm tiện lợi,,4.0,True,1.0,1.0,2.0,1.0,1.0,2,1,2,False,True,True,False
UID-103,Dưới 18,Nữ,Học sinh/Sinh viên,Không tiện đề cập,Không quan tâm,,,,,,,,,,,,,,,,"Có bạn/người chơi cùng, Không có nhu cầu",,False,,,,,,0,0,0,False,False,False,False
UID-104,18–22,Nữ,Học sinh/Sinh viên,Từ 2.000.000 - Dưới 5.000.000,"Có, thường xuyên","Cầu lông, Chạy bộ theo nhóm",1–2 lần/tuần,Thỉnh thoảng,Bạn bè/người quen không rảnh,4.0,Biết trước trình độ chơi,Rủ bạn bè/người quen trực tiếp,Dễ bị hủy kèo vào phút cuối,Thỉnh thoảng,Nhắn Zalo/Facebook cho sân,"Không biết sân/địa điểm nào còn trống, Không rõ chất lượng sân/địa điểm, Dễ bị trùng lịch hoặc hết chỗ","Ghép người chơi theo trình độ, Ghép người chơi theo lịch rảnh",Có thể,Không,Phí tham gia trận/nhóm chơi,,4.0,True,2.0,2.0,2.0,0.0,1.0,3,1,3,True,True,False,False
UID-105,18–22,Nữ,Học sinh/Sinh viên,Không tiện đề cập,Trước đây có chơi nhưng hiện tại ít chơi,Bơi lội,Chưa rõ,Thỉnh thoảng,Bạn bè/người quen không rảnh,3.0,Hồ sơ người chơi rõ ràng,"Không chủ động tìm, chỉ chơi khi có người rủ",Ngại chơi với người lạ vì thiếu thông tin,Hiếm khi,Đến trực tiếp sân,"Không biết sân/địa điểm nào còn trống, Không rõ chất lượng sân/địa điểm, Không có đánh giá từ người chơi trước","Biết trước lịch trống và giá sân, Giao diện đơn giản, dễ dùng",Có thể,Không,Không có,,3.0,False,2.0,0.0,1.0,0.0,1.0,1,1,3,False,True,False,False
